CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,239
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,1262
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,958
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,197
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,1412
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1126
E09000029,Sutton,2,Rented: Social rented,-8,Does not apply,0
E09000029,Sutton,2,Rented: Social rented,1,One-person household: Aged 66 years and over,1913
E09000029,Sutton,2,Rented: Social rented,2,One-person household: Other,2422
E09000029,Sutton,2,Rented: Social rented,3,Single family household: All aged 66 years and over,343
E09000029,Sutton,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,457
E09000029,Sutton,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,1020
E09000029,Sutton,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,502
E09000029,Sutton,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,256
E09000029,Sutton,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,515
E09000029,Sutton,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,164
E09000029,Sutton,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,2339
E09000029,Sutton,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,1054
E09000029,Sutton,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,90
E09000029,Sutton,2,Rented: Social rented,13,Other household types: With dependent children,352
E09000029,Sutton,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",238
E09000029,Sutton,3,Private rented or lives rent free,-8,Does not apply,0
E09000029,Sutton,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,671
E09000029,Sutton,3,Private rented or lives rent free,2,One-person household: Other,3599
E09000029,Sutton,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,140
E09000029,Sutton,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,1186
E09000029,Sutton,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,3688
E09000029,Sutton,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,381
E09000029,Sutton,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,1547
E09000029,Sutton,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1032
E09000029,Sutton,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,73
E09000029,Sutton,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,2026
E09000029,Sutton,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,512
E09000029,Sutton,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,260
E09000029,Sutton,3,Private rented or lives rent free,13,Other household types: With dependent children,728
E09000029,Sutton,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",904
E09000030,Tower Hamlets,-8,Does not apply,-8,Does not apply,0
E09000030,Tower Hamlets,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000030,Tower Hamlets,-8,Does not apply,2,One-person household: Other,0
E09000030,Tower Hamlets,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000030,Tower Hamlets,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000030,Tower Hamlets,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000030,Tower Hamlets,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000030,Tower Hamlets,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000030,Tower Hamlets,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000030,Tower Hamlets,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000030,Tower Hamlets,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000030,Tower Hamlets,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000030,Tower Hamlets,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000030,Tower Hamlets,-8,Does not apply,13,Other household types: With dependent children,0
E09000030,Tower Hamlets,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000030,Tower Hamlets,0,Owned: Owns outright,-8,Does not apply,0
E09000030,Tower Hamlets,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,1394
E09000030,Tower Hamlets,0,Owned: Owns outright,2,One-person household: Other,2929
E09000030,Tower Hamlets,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,544
E09000030,Tower Hamlets,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,955
E09000030,Tower Hamlets,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,590
E09000030,Tower Hamlets,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,375
E09000030,Tower Hamlets,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,770
E09000030,Tower Hamlets,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,111
E09000030,Tower Hamlets,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,28
E09000030,Tower Hamlets,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,138
E09000030,Tower Hamlets,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,432
E09000030,Tower Hamlets,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,168
E09000030,Tower Hamlets,0,Owned: Owns outright,13,Other household types: With dependent children,322
E09000030,Tower Hamlets,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",665
E09000030,Tower Hamlets,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000030,Tower Hamlets,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,253
